452.75	-66.332
452.8	-66.331
452.85	-66.328
452.9	-66.323
452.95	-66.315
453.0	-66.305
453.05	-66.293
453.1	-66.279
453.15	-66.262
453.2	-66.244
453.25	-66.223
453.3	-66.201
453.35	-66.177
453.4	-66.15
453.45	-66.123
453.5	-66.094
453.55	-66.065
453.6	-66.036
453.65	-66.007
453.7	-65.978
453.75	-65.95
453.8	-65.922
453.85	-65.896
453.9	-65.87
453.95	-65.846
454.0	-65.824
454.05	-65.802
454.1	-65.782
454.15	-65.763
454.2	-65.745
454.25	-65.728
454.3	-65.712
454.35	-65.697
454.4	-65.683
454.45	-65.671
454.5	-65.658
454.55	-65.647
454.6	-65.636
454.65	-65.625
454.7	-65.614
454.75	-65.604
454.8	-65.594
454.85	-65.584
454.9	-65.574
454.95	-65.563
455.0	-65.553
455.05	-65.542
455.1	-65.531
455.15	-65.519
455.2	-65.508
455.25	-65.496
455.3	-65.484
455.35	-65.472
455.4	-65.461
455.45	-65.449
455.5	-65.439
455.55	-65.429
455.6	-65.42
455.65	-65.411
455.7	-65.405
455.75	-65.399
455.8	-65.395
455.85	-65.392
455.9	-65.392
455.95	-65.393
456.0	-65.396
456.05	-65.4
456.1	-65.407
456.15	-65.415
456.2	-65.425
456.25	-65.437
456.3	-65.45
456.35	-65.464
456.4	-65.48
456.45	-65.496
456.5	-65.513
456.55	-65.53
456.6	-65.546
456.65	-65.562
456.7	-65.577
456.75	-65.591
456.8	-65.602
456.85	-65.612
456.9	-65.62
456.95	-65.625
457.0	-65.628
457.05	-65.629
457.1	-65.628
457.15	-65.624
457.2	-65.617
457.25	-65.608
457.3	-65.596
457.35	-65.582
457.4	-65.565
457.45	-65.547
457.5	-65.526
457.55	-65.503
457.6	-65.479
457.65	-65.454
457.7	-65.427
457.75	-65.399
457.8	-65.371
457.85	-65.343
457.9	-65.315
457.95	-65.288
458.0	-65.261
458.05	-65.236
458.1	-65.212
458.15	-65.19
458.2	-65.17
458.25	-65.152
458.3	-65.136
458.35	-65.122
458.4	-65.11
458.45	-65.1
458.5	-65.092
458.55	-65.086
458.6	-65.083
458.65	-65.081
458.7	-65.081
458.75	-65.083
458.8	-65.087
458.85	-65.092
458.9	-65.099
458.95	-65.107
459.0	-65.117
459.05	-65.127
459.1	-65.139
459.15	-65.15
459.2	-65.163
459.25	-65.176
459.3	-65.189
459.35	-65.202
459.4	-65.215
459.45	-65.227
459.5	-65.239
459.55	-65.251
459.6	-65.262
459.65	-65.272
459.7	-65.281
459.75	-65.289
459.8	-65.295
459.85	-65.301
459.9	-65.305
459.95	-65.308
460.0	-65.31
460.05	-65.31
460.1	-65.309
460.15	-65.307
460.2	-65.303
460.25	-65.299
460.3	-65.293
460.35	-65.286
460.4	-65.278
460.45	-65.27
460.5	-65.261
460.55	-65.252
460.6	-65.242
460.65	-65.232
460.7	-65.223
460.75	-65.213
460.8	-65.204
460.85	-65.196
460.9	-65.188
460.95	-65.181
461.0	-65.175
461.05	-65.169
461.1	-65.164
461.15	-65.16
461.2	-65.156
461.25	-65.152
461.3	-65.149
461.35	-65.146
461.4	-65.143
461.45	-65.139
461.5	-65.136
461.55	-65.132
461.6	-65.128
461.65	-65.122
461.7	-65.117
461.75	-65.109
461.8	-65.101
461.85	-65.092
461.9	-65.081
461.95	-65.069
462.0	-65.055
462.05	-65.039
462.1	-65.022
462.15	-65.004
462.2	-64.983
462.25	-64.962
462.3	-64.938
462.35	-64.914
462.4	-64.888
462.45	-64.86
462.5	-64.832
462.55	-64.804
462.6	-64.776
462.65	-64.748
462.7	-64.721
462.75	-64.694
462.8	-64.668
462.85	-64.643
462.9	-64.619
462.95	-64.596
463.0	-64.575
463.05	-64.555
463.1	-64.536
463.15	-64.519
463.2	-64.503
463.25	-64.489
463.3	-64.476
463.35	-64.464
463.4	-64.453
463.45	-64.444
463.5	-64.435
463.55	-64.428
463.6	-64.421
463.65	-64.415
463.7	-64.409
463.75	-64.404
463.8	-64.4
463.85	-64.396
463.9	-64.392
463.95	-64.389
464.0	-64.386
464.05	-64.384
464.1	-64.381
464.15	-64.379
464.2	-64.376
464.25	-64.373
464.3	-64.37
464.35	-64.368
464.4	-64.365
464.45	-64.363
464.5	-64.361
464.55	-64.359
464.6	-64.358
464.65	-64.358
464.7	-64.359
464.75	-64.36
464.8	-64.362
464.85	-64.365
464.9	-64.368
464.95	-64.373
465.0	-64.379
465.05	-64.386
465.1	-64.394
465.15	-64.404
465.2	-64.414
465.25	-64.425
465.3	-64.438
465.35	-64.451
465.4	-64.465
465.45	-64.48
465.5	-64.496
465.55	-64.512
465.6	-64.529
465.65	-64.545
465.7	-64.561
465.75	-64.577
465.8	-64.592
465.85	-64.606
465.9	-64.618
465.95	-64.63
466.0	-64.64
