593.95	-67.64
594.0	-67.638
594.05	-67.634
594.1	-67.627
594.15	-67.619
594.2	-67.609
594.25	-67.597
594.3	-67.584
594.35	-67.57
594.4	-67.556
594.45	-67.541
594.5	-67.527
594.55	-67.512
594.6	-67.499
594.65	-67.486
594.7	-67.474
594.75	-67.464
594.8	-67.454
594.85	-67.445
594.9	-67.439
594.95	-67.432
595.0	-67.428
595.05	-67.424
595.1	-67.422
595.15	-67.421
595.2	-67.422
595.25	-67.423
595.3	-67.426
595.35	-67.43
595.4	-67.435
595.45	-67.44
595.5	-67.446
595.55	-67.452
595.6	-67.458
595.65	-67.464
595.7	-67.47
595.75	-67.475
595.8	-67.48
595.85	-67.484
595.9	-67.488
595.95	-67.49
596.0	-67.491
596.05	-67.491
596.1	-67.49
596.15	-67.488
596.2	-67.485
596.25	-67.481
596.3	-67.476
596.35	-67.47
596.4	-67.464
596.45	-67.456
596.5	-67.449
596.55	-67.442
596.6	-67.434
596.65	-67.426
596.7	-67.419
596.75	-67.412
596.8	-67.406
596.85	-67.4
596.9	-67.395
596.95	-67.392
597.0	-67.389
597.05	-67.387
597.1	-67.387
597.15	-67.388
597.2	-67.39
597.25	-67.393
597.3	-67.397
597.35	-67.402
597.4	-67.409
597.45	-67.416
597.5	-67.424
597.55	-67.432
597.6	-67.441
597.65	-67.449
597.7	-67.458
597.75	-67.465
597.8	-67.473
597.85	-67.479
597.9	-67.484
597.95	-67.489
598.0	-67.492
598.05	-67.494
598.1	-67.495
598.15	-67.494
598.2	-67.492
598.25	-67.49
598.3	-67.485
598.35	-67.479
598.4	-67.472
598.45	-67.464
598.5	-67.454
598.55	-67.443
598.6	-67.431
598.65	-67.418
598.7	-67.403
598.75	-67.387
598.8	-67.37
598.85	-67.353
598.9	-67.335
598.95	-67.316
599.0	-67.298
599.05	-67.279
599.1	-67.261
599.15	-67.243
599.2	-67.226
599.25	-67.208
599.3	-67.192
599.35	-67.176
599.4	-67.16
599.45	-67.145
599.5	-67.131
599.55	-67.118
599.6	-67.106
599.65	-67.095
599.7	-67.085
599.75	-67.076
599.8	-67.067
599.85	-67.06
599.9	-67.054
599.95	-67.049
600.0	-67.044
600.05	-67.041
600.1	-67.038
600.15	-67.036
600.2	-67.035
600.25	-67.034
600.3	-67.034
600.35	-67.035
600.4	-67.036
600.45	-67.038
600.5	-67.04
600.55	-67.042
600.6	-67.045
600.65	-67.048
600.7	-67.051
600.75	-67.055
600.8	-67.058
600.85	-67.062
600.9	-67.066
600.95	-67.07
601.0	-67.075
601.05	-67.079
601.1	-67.083
601.15	-67.087
601.2	-67.092
601.25	-67.096
601.3	-67.101
601.35	-67.106
601.4	-67.114
601.45	-67.121
601.5	-67.131
601.55	-67.141
601.6	-67.153
601.65	-67.165
601.7	-67.18
601.75	-67.195
601.8	-67.213
601.85	-67.231
601.9	-67.251
601.95	-67.272
602.0	-67.294
602.05	-67.316
602.1	-67.339
602.15	-67.362
602.2	-67.385
602.25	-67.407
602.3	-67.429
602.35	-67.449
602.4	-67.469
602.45	-67.488
602.5	-67.505
602.55	-67.521
602.6	-67.535
602.65	-67.547
602.7	-67.557
602.75	-67.565
602.8	-67.572
602.85	-67.577
602.9	-67.58
602.95	-67.581
603.0	-67.58
603.05	-67.577
603.1	-67.572
603.15	-67.565
603.2	-67.557
603.25	-67.547
603.3	-67.535
603.35	-67.522
603.4	-67.507
603.45	-67.492
603.5	-67.475
603.55	-67.459
603.6	-67.441
603.65	-67.424
603.7	-67.406
603.75	-67.388
603.8	-67.371
603.85	-67.354
603.9	-67.338
603.95	-67.322
604.0	-67.307
604.05	-67.293
604.1	-67.28
604.15	-67.267
604.2	-67.256
604.25	-67.245
604.3	-67.235
604.35	-67.225
604.4	-67.217
604.45	-67.208
604.5	-67.201
604.55	-67.194
604.6	-67.188
604.65	-67.182
604.7	-67.177
604.75	-67.172
604.8	-67.168
604.85	-67.164
604.9	-67.16
604.95	-67.157
605.0	-67.153
605.05	-67.15
605.1	-67.147
605.15	-67.143
605.2	-67.14
605.25	-67.136
605.3	-67.132
605.35	-67.128
605.4	-67.124
605.45	-67.12
605.5	-67.115
605.55	-67.111
605.6	-67.107
605.65	-67.103
605.7	-67.1
605.75	-67.097
605.8	-67.094
605.85	-67.092
605.9	-67.09
605.95	-67.09
606.0	-67.09
606.05	-67.091
606.1	-67.093
606.15	-67.097
606.2	-67.101
606.25	-67.107
606.3	-67.114
606.35	-67.122
606.4	-67.131
606.45	-67.141
606.5	-67.152
606.55	-67.164
606.6	-67.177
606.65	-67.19
606.7	-67.203
606.75	-67.216
606.8	-67.228
606.85	-67.238
606.9	-67.248
606.95	-67.256
607.0	-67.263
607.05	-67.267
607.1	-67.27
607.15	-67.271
607.2	-67.27
607.25	-67.267
607.3	-67.261
607.35	-67.254
607.4	-67.244
607.45	-67.231
607.5	-67.217
607.55	-67.2
607.6	-67.182
607.65	-67.161
607.7	-67.139
607.75	-67.115
607.8	-67.089
607.85	-67.062
607.9	-67.033
607.95	-67.004
608.0	-66.975
608.05	-66.945
608.1	-66.917
608.15	-66.888
608.2	-66.86
608.25	-66.834
608.3	-66.807
608.35	-66.781
608.4	-66.756
608.45	-66.732
608.5	-66.708
608.55	-66.686
608.6	-66.664
608.65	-66.643
608.7	-66.624
608.75	-66.605
608.8	-66.587
608.85	-66.571
608.9	-66.555
608.95	-66.54
609.0	-66.526
609.05	-66.512
609.1	-66.498
609.15	-66.486
609.2	-66.473
609.25	-66.462
609.3	-66.45
609.35	-66.439
609.4	-66.427
609.45	-66.416
609.5	-66.406
609.55	-66.395
609.6	-66.385
609.65	-66.374
609.7	-66.364
609.75	-66.353
609.8	-66.343
609.85	-66.333
609.9	-66.324
609.95	-66.314
610.0	-66.306
610.05	-66.297
610.1	-66.29
610.15	-66.283
610.2	-66.276
610.25	-66.27
610.3	-66.266
610.35	-66.261
610.4	-66.258
610.45	-66.256
610.5	-66.255
610.55	-66.254
610.6	-66.256
610.65	-66.258
610.7	-66.262
610.75	-66.266
610.8	-66.272
610.85	-66.278
610.9	-66.286
610.95	-66.294
611.0	-66.303
611.05	-66.313
611.1	-66.324
611.15	-66.335
611.2	-66.347
611.25	-66.359
611.3	-66.371
611.35	-66.383
611.4	-66.394
611.45	-66.406
611.5	-66.417
611.55	-66.428
611.6	-66.438
611.65	-66.448
611.7	-66.457
611.75	-66.466
611.8	-66.473
611.85	-66.48
611.9	-66.486
611.95	-66.491
612.0	-66.494
612.05	-66.497
612.1	-66.498
612.15	-66.498
612.2	-66.496
612.25	-66.493
612.3	-66.489
612.35	-66.483
612.4	-66.476
612.45	-66.467
612.5	-66.457
612.55	-66.446
612.6	-66.435
612.65	-66.422
612.7	-66.408
612.75	-66.394
612.8	-66.379
612.85	-66.363
612.9	-66.346
612.95	-66.328
613.0	-66.309
613.05	-66.29
613.1	-66.27
613.15	-66.25
613.2	-66.228
613.25	-66.206
613.3	-66.183
613.35	-66.159
613.4	-66.134
613.45	-66.109
613.5	-66.082
613.55	-66.055
613.6	-66.026
613.65	-65.998
613.7	-65.968
613.75	-65.938
613.8	-65.908
613.85	-65.878
613.9	-65.848
613.95	-65.818
614.0	-65.789
614.05	-65.76
614.1	-65.732
614.15	-65.703
614.2	-65.675
614.25	-65.648
614.3	-65.621
614.35	-65.595
614.4	-65.57
614.45	-65.546
614.5	-65.523
614.55	-65.501
614.6	-65.481
